,0
0,0.0
1,0.0
2,-1.6901228899453271
3,-1.2986889720856027
4,-0.980425010965915
5,-0.05311068089604998
6,-7.650406044370186
7,-12.71118850689395
8,-5.299091681441192
9,-2.755303412202041
10,-12.2187040094021
11,-22.327778599054085
12,-19.80871562625198
13,-9.489678995836357
14,-9.371675786798125
15,-19.4297509690584
16,-27.155403854009176
17,-23.24392516204638
18,-12.595964690310456
19,-9.908879696881632
20,-15.200477034300942
21,-22.379011198973195
22,-17.60067910902023
23,-11.318372501780932
24,-13.560590744497606
25,-17.017490039119657
26,-20.394834959375316
27,-19.010590800514542
28,-16.171644260397386
29,-14.450086971145215
30,-16.93520349358318
31,-16.858806328855575
32,-10.457685555590109
33,-11.218921409472463
34,-15.2877444255717
35,-15.01046779409321
36,-12.018523113423074
37,-16.374877389398918
38,-24.07058644089334
39,-21.39717833749526
40,-7.975013427897933
41,-4.268106075392914
42,-11.518110841812062
43,-19.572181566105417
44,-18.591273067503625
45,-10.50966830241093
46,-7.784919758293234
47,-15.612312059804587
48,-19.544135850618673
49,-12.021793265604627
50,2.1035695985036336
51,2.102298942413433
52,-14.001980162063434
53,-20.13895432358963
54,-5.65977891071952
55,8.43047945498764
56,3.99344165743582
57,-9.608572886461538
58,-13.540099939781655
59,-0.3776907458984864
60,7.930287182145824
61,0.22832173244473908
62,-13.368211432598839
63,-10.307383229590934
64,2.8153180977134555
65,10.59881608239295
66,-0.0546979095566886
67,-15.532896421148399
68,-15.550411132484774
69,3.6326626090988245
70,13.22570105199258
71,2.643653105184253
72,-11.440174228245118
73,-9.051753603219534
74,6.998703586445234
75,14.211281455420393
76,2.852659112895772
77,-8.12183751962741
78,0.08262471398397747
79,17.13605659774296
80,18.61218990701769
81,3.553878130212565
82,-5.7032757456073
83,4.763113153894822
84,17.8921222944501
85,17.219312318910244
86,-2.5322668940868964
87,-11.18090247730089
88,1.7301656191267587
89,17.366676959725744
90,13.869308584077807
91,-7.2019083661980465
92,-13.629717332593371
93,-1.5413099362108817
94,11.911811305122134
95,11.960207184975173
96,0.5317237142704914
97,-1.5358977816981116
98,9.116960557063823
99,21.7241163875395
100,19.17672659902525
101,3.783540757805925
102,-2.12496185592055
103,9.387723447148954
104,22.052087540920997
105,19.736458954736957
106,8.894380821063853
107,2.037446329197868
108,7.247096272478907
109,13.740634708484203
110,8.383471760655647
111,-1.0108684399345138
112,-3.951780552583389
113,7.197541499845079
114,15.178099237355903
115,9.158017526319153
116,-1.5744673108933676
117,0.5558874883145897
118,12.941339903154997
119,18.96569696863728
120,7.289244490225746
121,-3.76664218375462
122,1.9146115264638168
123,16.87867632357612
124,24.48511305452039
125,15.165100731035581
126,3.4706889123990607
127,6.540519799500801
128,15.815998460985023
129,16.05898284585773
130,4.4194777217607415
131,-0.5283262950785945
132,8.2556104578105
133,18.415871379029916
134,15.591634798048112
135,6.6816390528301906
136,4.742944428767266
137,14.877381095905646
138,21.507013884749597
139,21.818754806292592
140,16.76951197543406
141,13.495306820620398
142,15.168496724434952
143,19.62915817574969
144,18.912261485411758
145,16.351354561649657
146,14.184559611301646
147,13.858055334904192
148,16.62310517827772
149,16.857827804572384
150,14.682021562192283
151,14.257310595357405
152,15.836606356418468
153,13.916977482214802
154,6.7987393257993025
155,3.5131281215659484
156,7.1507126533842404
157,16.713159684632895
158,14.692010024203283
159,4.599712417202113
160,1.432708196212856
161,9.606983081798255
162,17.04164130957733
163,16.608557190809346
164,8.327170487125771
165,5.6404792331018125
166,11.915862512378958
167,21.900180757837198
168,21.72438027173147
169,14.985003050200874
170,9.762102129091865
171,13.409135432931308
172,17.672550581078053
173,19.351225311571834
174,18.72474954199839
175,16.230070989051416
176,16.24631186278331
177,16.333372066199242
178,15.430505944683006
179,14.090325047272778
180,11.99080786220803
181,14.905146434457215
182,20.63096744642938
183,20.109585879565
184,14.805161149199611
185,10.934587533953675
186,14.241785596519067
187,20.09494075575271
188,20.445837749959647
189,16.33534879242117
190,8.438227010764274
191,8.060642674908097
192,15.495434219996817
193,20.69777921067446
194,12.814610478214203
195,1.9332949402040032
196,0.961347637594185
197,11.047068458822174
198,21.408060879209756
199,14.699016796187221
200,-0.5823638594378131
201,-2.6912912920837484
202,9.69139212428785
203,18.811194277129417
204,9.901767085259683
205,-2.0708316909368807
206,-1.1447918530572827
207,8.492552649336643
208,11.384399804152919
209,0.692880963260782
210,-5.714373618479724
211,2.1482989553555685
212,10.38016499019436
213,8.401978839696493
214,2.122489712216561
215,1.8793066012009705
216,10.184382308719053
217,17.430694594281967
218,13.45904663033296
219,6.908246140760455
220,1.0841126026846193
221,5.34511804780144
222,10.62592904292505
223,6.887929161657984
224,-1.1988384067590516
225,-0.22801486815320748
226,4.213511381842965
227,5.072847890539609
228,2.4836114680692836
229,-1.4052958115977718
230,-1.718409573441971
231,-0.9979493663730208
232,0.09270283765660821
233,-1.3285262478929893
234,-0.9019557206040255
235,-3.57902884284271
236,-3.7139636682330144
237,2.835909043501716
238,8.570938506340738
239,8.365153925287254
240,1.9804871399344586
241,-4.809719559106512
242,-1.7130128807058767
243,8.62012803030463
244,9.398109664798582
245,-1.8750427644360395
246,-9.157204709195206
247,-7.2416282824482225
248,2.0750122108259097
249,0.1251636784195963
250,-10.31380163670216
251,-15.940149478119887
252,-10.489162268444105
253,-5.760049495637594
254,-8.557021372029396
255,-19.825338265870666
256,-27.52682302310411
257,-19.86550186363274
258,-12.286505193588628
259,-16.247096559888515
260,-24.83605750982751
261,-22.98941560823809
262,-10.97464870946802
263,-8.375507160977614
264,-18.661403443899566
265,-25.606207503484796
266,-21.181451226286484
267,-11.47604517728934
268,-12.895122125298611
269,-18.0544332833639
270,-25.877613464342367
271,-26.245551723388992
272,-19.890026103454062
273,-17.855031478422386
274,-20.770429879739158
275,-28.39722713141061
276,-30.930121296963083
277,-25.85983495397395
278,-23.216652230163778
279,-26.83295091875314
280,-27.30338103883502
281,-21.90107228738188
282,-19.42695465233765
283,-24.225650350954353
284,-27.650736581120817
285,-24.362595787092776
286,-14.999475134728423
287,-15.915433874313484
288,-26.631036609468044
289,-32.09250394218237
290,-25.888365253430802
291,-14.442957282910239
292,-15.237376829793023
293,-26.835019425930405
294,-31.39359538085808
295,-24.040867749149086
296,-16.958467671289355
297,-18.614191735157924
298,-24.224335251853333
299,-28.43701153146416
300,-27.93356015151266
301,-25.27321912375596
302,-23.553155585418708
303,-23.7196423024748
304,-22.173421594792597
305,-19.23776937473054
306,-19.39409935617262
307,-22.34596730478407
308,-23.409589172697405
309,-18.643909505533628
310,-13.808024328616957
311,-13.791250242507635
312,-14.855879779145333
313,-10.689027441260757
314,-6.727335112821218
315,-4.859307398601169
316,-3.795196487550581
317,-5.567099612834087
318,-4.61962918473761
319,-3.469478311102586
320,-4.200462834847314
321,-6.330384848469067
